address,buildYear,lon,lat
"13-я линия В.О., 2/19 литер А",1917,30.27778,59.934731
"13-я линия В.О., 20 литер А",1904,30.273153,59.938072
"13-я линия В.О., 24 литер А",1917,30.273,59.93877
"13-я линия В.О., 24 литер Б",1917,30.272372,59.938861
"13-я линия В.О., 26 литер А",1877,30.272497,59.939077
"13-я линия В.О., 30 литер А",1914,30.27212,59.939505
"13-я линия В.О., 36 литер А",1905,30.270665,59.940276
"13-я линия В.О., 44 литер А",1899,30.269371,59.941831
"13-я линия В.О., 44 литер Б",1905,30.268994,59.941858
"13-я линия В.О., 46 литер А",1934,30.268329,59.941876
"13-я линия В.О., 46а литер А",1898,30.268329,59.941876
"13-я линия В.О., 46а литер Б",1902,30.268177,59.941844
"13-я линия В.О., 48 литер А",1917,30.268096,59.942088
"13-я линия В.О., 56 литер А",1971,30.267449,59.943503
"13-я линия В.О., 58-60 литер А",1898,30.26709,59.9439
"13-я линия В.О., 58-60 литер Б",1917,30.266209,59.943976
"13-я линия В.О., 58-60 литер Г",1896,30.26709,59.9439
"13-я линия В.О., 62 литер А",1897,30.266622,59.944296
"13-я линия В.О., 64/39 литер А",1904,30.265293,59.945026
"13-я линия В.О., 64/39 литер В",1912,30.265293,59.945026
"13-я линия В.О., 68 литер А",1879,30.264664,59.945089
"13-я линия В.О., 68 литер В",1907,30.264664,59.945089
"13-я линия В.О., 80 корп. 1 литер А",1934,30.262391,59.94718
"13-я линия В.О., 80 корп. 2 литер Б",1934,30.262391,59.94718
"14-я Линия В.О., 1 литер А",1917,30.27566,59.934308
"14-я Линия В.О., 1/25 литер А",1809,30.276118,59.933933
"14-я Линия В.О., 11/38 литер А",1915,30.273962,59.935827
"14-я Линия В.О., 21 литер А",1911,30.271842,59.937716
"14-я Линия В.О., 23 литер А",1858,30.2715,59.937891
"14-я Линия В.О., 23 литер Б",1858,30.271994,59.937986
"14-я Линия В.О., 25-27 литер А",1876,30.271114,59.938189
"14-я Линия В.О., 25-27 литер З",1876,30.272066,59.938153
"14-я Линия В.О., 3 литер А",1898,30.275498,59.934578
"14-я Линия В.О., 31-33 литер А",1911,30.270458,59.938824
"14-я Линия В.О., 31-33 литер Б",1893,30.270548,59.939172
"14-я Линия В.О., 31-33 литер В",1893,30.270512,59.939343
"14-я Линия В.О., 31-33 литер О",1911,30.270108,59.939113
"14-я Линия В.О., 35 литер А",1893,30.269713,59.939397
"14-я Линия В.О., 35 литер Б",1911,30.270252,59.939523
"14-я Линия В.О., 37 литер А",1910,30.269542,59.939582
"14-я Линия В.О., 37 литер Б",1903,30.270018,59.939717
"14-я Линия В.О., 37 литер Д",1910,30.269542,59.939582
"14-я Линия В.О., 45 литер А",1917,30.268015,59.940952
"14-я Линия В.О., 47 литер А",1917,30.267835,59.941173
"14-я Линия В.О., 49 литер А",1917,30.268042,59.941484
"14-я Линия В.О., 5 литер А",1917,30.27513,59.934817
"14-я Линия В.О., 5 литер Б",1917,30.27513,59.934817
"14-я Линия В.О., 5 литер К",1917,30.275624,59.934786
"14-я Линия В.О., 51 литер А",1917,30.267656,59.941714
"14-я Линия В.О., 63 литер А",1909,30.266003,59.942728
"14-я Линия В.О., 65 литер А",1912,30.266452,59.943377
"14-я Линия В.О., 67-69 литер А",1955,30.265527,59.943111
"14-я Линия В.О., 71 литер А",1905,30.265293,59.943679
"14-я Линия В.О., 73 литер А",1907,30.264529,59.943868
"14-я Линия В.О., 85 литер А",1913,30.262454,59.94572
"14-я Линия В.О., 9 литер А",1917,30.274276,59.935507
"14-я Линия В.О., 93 литер А",1905,30.261502,59.946531
"14-я Линия В.О., 93 литер Б",1905,30.26196,59.946689
"14-я Линия В.О., 95 литер А",1917,30.261206,59.946734
"14-я Линия В.О., 97 литер А",1917,30.260568,59.947338
"14-я Линия В.О., 97 литер Б",1917,30.261709,59.946847
"14-я Линия В.О., 97 литер Д",1917,30.260981,59.94695
"14-я Линия В.О., 99 литер А",1910,30.259795,59.947951
"15-я линия, В.О., 12 литер А",1879,30.271967,59.93681
"15-я линия, В.О., 14 литер А",1953,30.27141,59.937251
"15-я линия, В.О., 16 литер А",1900,30.271033,59.937616
"15-я линия, В.О., 18 литер А",1933,30.2708,59.937824
"15-я линия, В.О., 22 литер А",1865,30.270279,59.93822
"15-я линия, В.О., 22 литер Д",1865,30.269964,59.938094
"15-я линия, В.О., 24-26 литер А",1954,30.269515,59.938356
"15-я линия, В.О., 28 литер Г",1899,30.26885,59.938545
"15-я линия, В.О., 30 литер Д",1917,30.268464,59.938852
"15-я линия, В.О., 34 литер А",1917,30.26876,59.939577
"15-я линия, В.О., 38/59 литер В",1863,30.267943,59.940285
"15-я линия, В.О., 38/59 литер Е",1863,30.267943,59.940285
"15-я линия, В.О., 40 литер А",1912,30.26726,59.940844
"15-я линия, В.О., 42 литер А",1902,30.266928,59.941132
"15-я линия, В.О., 44 литер А",1911,30.266694,59.941304
"15-я линия, В.О., 44 литер Б",1911,30.266694,59.941304
"15-я линия, В.О., 46 литер А",1917,30.266021,59.941344
"15-я линия, В.О., 48 литер А",1910,30.266344,59.941551
"15-я линия, В.О., 50 литер А",1899,30.266083,59.941831
"15-я линия, В.О., 58 литер А",1917,30.265032,59.942728
"15-я линия, В.О., 58 литер Д",1917,30.265032,59.942728
"15-я линия, В.О., 60 литер А",1917,30.264709,59.942976
"15-я линия, В.О., 60 литер Б",1917,30.264709,59.942976
"15-я линия, В.О., 60 литер В",1917,30.264709,59.942976
"15-я линия, В.О., 62 литер А",1912,30.264484,59.943169
"15-я линия, В.О., 66 литер Б",1917,30.263622,59.943562
"15-я линия, В.О., 66 литер Г",1917,30.263622,59.943562
"15-я линия, В.О., 68 литер А",1888,30.263389,59.944183
"15-я линия, В.О., 70 литер А",1910,30.263119,59.94435
"15-я линия, В.О., 72 литер А",1901,30.262805,59.944585
"15-я линия, В.О., 74 литер А",1905,30.262131,59.945193
"15-я линия, В.О., 74 литер Б",1905,30.262131,59.945193
"15-я линия, В.О., 76 литер Е",2011,30.261834,59.945558
"15-я линия, В.О., 78 литер А",1901,30.261601,59.945711
"15-я линия, В.О., 8/40 литер А",1855,30.273405,59.935561
"15-я линия, В.О., 80 литер А",1882,30.261197,59.946009
"15-я линия, В.О., 82 литер А",1904,30.260954,59.946234
"15-я линия, В.О., 86 литер А",1912,30.26046,59.946694
"15-я линия, В.О., 86 литер В",1889,30.26046,59.946694
"15-я линия, В.О., 88 литер А",1917,30.260155,59.946964
"16-я линия, В.О., 1/33 литер А",1806,30.274007,59.932847
"16-я линия, В.О., 11 литер А",1917,30.271797,59.934813
"16-я линия, В.О., 11 литер Б",1917,30.272183,59.934799
"16-я линия, В.О., 13/46 литер А",1904,30.271437,59.935101
"16-я линия, В.О., 13/46 литер Д",1904,30.271437,59.935101
"16-я линия, В.О., 13/46 литер Е",1904,30.271869,59.935155
"16-я линия, В.О., 17 литер А",1988,30.270009,59.936399
"16-я линия, В.О., 19 литер А",1913,30.269416,59.936859
"16-я линия, В.О., 21 литер А",1991,30.269174,59.937094
"16-я линия, В.О., 23 корп. 1 литер А",1990,30.268751,59.937495
"16-я линия, В.О., 23 корп. 2 литер А",1990,30.269641,59.937508
"16-я линия, В.О., 25 литер А",1874,30.268482,59.937675
"16-я линия, В.О., 25 литер Б",1911,30.269264,59.937761
"16-я линия, В.О., 27 литер А",1859,30.268374,59.937806
"16-я линия, В.О., 35 литер А",1910,30.26726,59.938797
"16-я линия, В.О., 35 литер Б",1910,30.267925,59.939005
"16-я линия, В.О., 37 литер А",1997,30.266955,59.939081
"16-я линия, В.О., 39 литер А",1917,30.266991,59.939302
"16-я линия, В.О., 43 литер А",1901,30.26567,59.940019
"16-я линия, В.О., 45 литер А",1895,30.265374,59.940271
"16-я линия, В.О., 47 литер А",1874,30.265104,59.940447
"16-я линия, В.О., 47 литер Б",1874,30.265104,59.940447
"16-я линия, В.О., 49 литер А",1905,30.264664,59.940844
"16-я линия, В.О., 49 литер В",1905,30.264664,59.940844
"16-я линия, В.О., 53 литер А",1909,30.264305,59.941155
"16-я линия, В.О., 65 литер А",1980,30.262876,59.942349
"16-я линия, В.О., 65 литер Б",1980,30.263667,59.942268
"16-я линия, В.О., 67 литер Б",1917,30.262616,59.942728
"16-я линия, В.О., 69 литер А",1917,30.262248,59.942827
"16-я линия, В.О., 71/50 литер А",1917,30.262068,59.943025
"16-я линия, В.О., 73/49 литер А",1917,30.261152,59.943809
"16-я линия, В.О., 73/49 литер Б",1917,30.261152,59.943809
"16-я линия, В.О., 75 литер А",1917,30.260891,59.944017
"16-я линия, В.О., 75 литер Б",1917,30.260891,59.944017
"16-я линия, В.О., 75 литер В",1917,30.260891,59.944017
"16-я линия, В.О., 77 литер А",1912,30.26073,59.944179
"16-я линия, В.О., 79 литер А",1903,30.260945,59.94449
"16-я линия, В.О., 9 литер А",1905,30.272075,59.934538
"16-я линия, В.О., 97 литер А",1911,30.258538,59.946518
"16-я линия, В.О., 97 литер В",1910,30.258978,59.946626
"17-я линия, В.О., 10 литер Б",1905,30.270737,59.93433
"17-я линия, В.О., 12 литер Б",1975,30.270791,59.934871
"17-я линия, В.О., 18 литер А",1931,30.266982,59.937287
"17-я линия, В.О., 18 литер В",1930,30.266982,59.937287
"17-я линия, В.О., 18 литер Г",1930,30.268302,59.937062
"17-я линия, В.О., 2/35 литер А",1756,30.273459,59.932631
"17-я линия, В.О., 20 литер А",1882,30.267557,59.937621
"17-я линия, В.О., 20 литер Б",1882,30.267117,59.937666
"17-я линия, В.О., 28 литер Д",1910,30.265805,59.93864
"17-я линия, В.О., 30/66 литер А",1898,30.26585,59.939135
"17-я линия, В.О., 32/67 литер А",1864,30.265221,59.939663
"17-я линия, В.О., 38 литер А",1903,30.264287,59.940398
"17-я линия, В.О., 38 литер Б",1903,30.264287,59.940398
"17-я линия, В.О., 40 литер А",1970,30.264017,59.940659
"17-я линия, В.О., 42 литер А",1899,30.263398,59.941164
"17-я линия, В.О., 42 литер Б",1902,30.263227,59.941317
"17-я линия, В.О., 42 литер В",1902,30.262876,59.941191
"17-я линия, В.О., 68 литер А",1899,30.257621,59.946067
"17-я линия, В.О., 70/12 литер А",1904,30.25719,59.946347
"17-я линия, В.О., 77 литер Б",1908,30.26073,59.944179
"17-я линия, В.О., 8 литер А",1917,30.27133,59.934308
"17-я линия, В.О., 8 литер Б",1959,30.271024,59.934073
"18-я линия, В.О., 11 литер А",1917,30.269668,59.933722
"18-я линия, В.О., 11 литер Б",1917,30.270386,59.933915
"18-я линия, В.О., 13 литер А",1898,30.269308,59.933983
"18-я линия, В.О., 13 литер Б",1899,30.269497,59.934109
"18-я линия, В.О., 19 литер А",1912,30.267485,59.935629
"18-я линия, В.О., 21 литер А",1913,30.267179,59.935926
"18-я линия, В.О., 23 литер А",1912,30.266856,59.936178
"18-я линия, В.О., 25 литер А",1911,30.266488,59.936467
"18-я линия, В.О., 37 литер А",1899,30.26417,59.939929
"18-я линия, В.О., 37 литер Б",1899,30.263505,59.939555
"18-я линия, В.О., 43 литер А",1917,30.262059,59.940195
"18-я линия, В.О., 7 литер А",1861,30.270297,59.933199
"18-я линия, В.О., 9 литер А",1905,30.269973,59.933456
"19-я линия В.О., 12 литер А",1881,30.267889,59.933681
"19-я линия В.О., 14/54 литер А",1911,30.268132,59.93419
"19-я линия В.О., 16",1820,30.266658,59.935511
"19-я линия В.О., 2 корп. 2 литер Б",1918,30.27053,59.932184
"19-я линия В.О., 2 литер А",1917,30.271401,59.931418
"19-я линия В.О., 20 литер А",1820,30.265652,59.936404
"19-я линия В.О., 22 корп. 2 литер А",1969,30.264637,59.936426
"19-я линия В.О., 4 литер А",1883,30.269246,59.932563
"19-я линия В.О., 4 литер В",1883,30.269578,59.932644
"19-я линия В.О., 6 литер А",1880,30.269776,59.932833
"19-я линия В.О., 8 литер А",1910,30.269344,59.933154
"1-й Муринский пр., 11 литер Ж",1961,30.342189,59.988874
"1-й Муринский пр., 13 литер Д",1893,30.342827,59.988761
"1-й Муринский пр., 15 литер Е",1959,30.343788,59.988757
"1-й Муринский пр., 17 литер А",1902,30.34439,59.989319
"1-й Муринский пр., 19 литер Б",1960,30.344848,59.989108
"1-й Муринский пр., 2 литер А",1960,30.330008,59.988149
"1-й Муринский пр., 21 литер В",1902,30.345018,59.989441
"1-й Муринский пр., 23 литер Г",1917,30.345602,59.989378
"1-й Муринский пр., 25 литер Д",1902,30.345863,59.989504
"1-й Муринский пр., 29/20 литер А",1961,30.34651,59.98927
"1-й Рабфаковский пер., 11",1932,30.475265,59.857726
"1-й Рабфаковский пер., 2 литер А",1958,30.47169,59.858408
"1-й Рабфаковский пер., 3 корп. 2",1932,30.470657,59.857585
"1-й Рабфаковский пер., 3 корп. 4",1932,30.470657,59.857585
"1-й Рабфаковский пер., 3 литер А",2009,30.470657,59.857585
"1-й Рабфаковский пер., 3 литер Б",2009,30.470657,59.857585
"1-й Рабфаковский пер., 4 литер А",1960,30.473208,59.8582
"1-й Рабфаковский пер., 5",1927,30.472409,59.857052
"1-й Рабфаковский пер., 6 литер Д",1934,30.475112,59.858114
"1-й Рабфаковский пер., 7",1927,30.473451,59.857735
"1-й Рабфаковский пер., 9 корп. 1",1927,30.474214,59.856912
"1-й Рабфаковский пер., 9 корп. 2",1927,30.473136,59.856447
"1-й Рабфаковский пер., Рабфаковская 3 корп. 1",1932,30.476424,59.857414
"1-й Рабфаковский пер., Рабфаковская 3 корп. 3",1932,30.475364,59.856867
"1-я Алексеевская ул., 17 литер А",2004,30.292368,60.017454
"1-я Алексеевская ул., 3 литер А",2004,30.293761,60.016977
"1-я Красноармейская ул., 12/1 литер А",1860,30.313497,59.91586
"1-я Красноармейская ул., 14/11 литер А",1917,30.312913,59.915842
"1-я Красноармейская ул., 16 литер А",1893,30.312463,59.915833
"1-я Красноармейская ул., 18 литер А",1879,30.312077,59.915819
"1-я Красноармейская ул., 18 литер Б",1879,30.312077,59.915819
"1-я Красноармейская ул., 2/23 литер А",1876,30.317341,59.91595
"1-я Красноармейская ул., 20 литер А",1822,30.311215,59.915828
"1-я Красноармейская ул., 22 литер А",1855,30.310927,59.915824
"1-я Красноармейская ул., 24/21 литер А",1870,30.310308,59.915815
"1-я Красноармейская ул., 24/21 литер Б",1870,30.310308,59.915815
"1-я Красноармейская ул., 4 литер А",1876,30.316272,59.915918
"1-я Красноармейская ул., 8/10 литер А",1826,30.314754,59.915896
"1-я Красноармейская ул., 8/10 литер Б",1826,30.314476,59.915711
"1-я линия ВО, 10 литер А",1917,30.291155,59.940014
"1-я линия ВО, 10 литер Б",1917,30.291443,59.939929
"1-я линия ВО, 12 литер А",1850,30.291434,59.940163
"1-я линия ВО, 14 литер А",1917,30.29138,59.940389
"1-я линия ВО, 16 литер А",1976,30.291227,59.940515
"1-я линия ВО, 16 литер Б",1917,30.291227,59.940515
"1-я линия ВО, 18/2 литер А",1917,30.291048,59.940686
"1-я линия ВО, 20 литер А",1780,30.289781,59.941795
"1-я линия ВО, 20 литер В",1808,30.289458,59.942151
"1-я линия ВО, 20 литер Г",1917,30.289781,59.941795
"1-я линия ВО, 22 литер А",1917,30.289134,59.94234
"1-я линия ВО, 24 литер А",1917,30.288946,59.942502
"1-я линия ВО, 28 литер А",1917,30.288353,59.94298
"1-я линия ВО, 32 литер А",1917,30.287877,59.943422
"1-я линия ВО, 32 литер Б",1917,30.287311,59.943336
"1-я линия ВО, 32 литер В",1917,30.287329,59.943075
"1-я линия ВО, 34 литер А",1917,30.287499,59.943755
"1-я линия ВО, 36 литер А",1904,30.287068,59.944098
"1-я линия ВО, 38 литер А",1898,30.286808,59.944341
"1-я линия ВО, 38 литер Б",1917,30.286412,59.944296
"1-я линия ВО, 38 литер В",1917,30.286062,59.94412
"1-я линия ВО, 4 литер А",1873,30.291955,59.939419
"1-я линия ВО, 40 литер А",1917,30.28661,59.944512
"1-я линия ВО, 42 литер А",1917,30.28634,59.94472
"1-я линия ВО, 42 литер Б",1917,30.285586,59.944503
"1-я линия ВО, 42 литер В",1917,30.285855,59.944643
"1-я линия ВО, 44 литер А",1800,30.286161,59.944896
"1-я линия ВО, 46 литер А",1903,30.285568,59.945508
"1-я линия ВО, 48 литер А",1903,30.284562,59.945391
"1-я линия ВО, 50 литер А",1917,30.284957,59.946004
"1-я линия ВО, 54 литер А",1904,30.283996,59.946833
"1-я линия ВО, 54 литер Б",1904,30.283996,59.946833
"1-я линия ВО, 54 литер В",1904,30.283996,59.946833
"1-я линия ВО, 56 литер А",1927,30.283744,59.947041
"1-я линия ВО, 6 литер A",1917,30.292099,59.939776
"1-я линия ВО, 6 литер Б",1917,30.292099,59.939776
"1-я линия ВО, 8 литер А",1917,30.291901,59.939942
"1-я линия ВО, 8 литер Б",1917,30.291497,59.93987
"1-я Нижняя ул., 1 литер А",1966,29.773699,59.916266
"1-я Нижняя ул., 5 литер А",1917,29.771812,59.916013
"1-я Никитинская ул., 18 литер А",2010,30.292584,60.016469
"1-я Никитинская ул., 18 литер Б",2009,30.292377,60.016181
"1-я Поперечная ул., 4 литер А",1958,30.545397,59.977841
"1-я Советская ул., 10 литер А",1901,30.364898,59.931643
"1-я Советская ул., 10 литер В",1868,30.365186,59.93158
"1-я Советская ул., 12 литер А",1899,30.365096,59.931062
"1-я Советская ул., 6 литер А",1828,30.363317,59.931693
"1-я Утиная ул., 17 корп. 1 литер А",2003,30.298701,60.034951
"1-я Утиная ул., 17 корп. 2 литер А",2003,30.29942,60.035153
"1-я Утиная ул., 17 корп. 3 литер А",2003,30.299618,60.035585
"1-я Утиная ул., 28 литер А",2008,30.299384,60.033656
